R,RDes,P,PDes,Y,YDes,FaultIn
0.009212988,9.376699,-0.07264447,12.98252,0.001037076,0.07039145,0
0.0105004,9.374975,-0.07661306,12.98159,0.005996035,0.07120027,0
-0.03742983,9.378227,0.02842656,12.98378,0.0384438,0.07011537,0
0.0008007901,9.374259,-0.002601142,12.98281,0.03185091,0.07051195,0
0.02427861,8.860327,-0.0003509231,12.97987,-0.01754517,0.07351685,0
0.02741976,9.376616,0.006725687,12.97643,0.01343252,0.07013728,0
0.0244719,9.379175,0.01459836,12.97728,-0.00322396,0.07119685,0
-0.00621058,9.382113,0.04522502,12.97408,-0.007350714,0.07035261,0
0.02499626,9.37646,-0.04669771,12.97488,-0.0005100463,0.07101724,0
0.008131657,9.377702,0.005476644,12.97637,-0.0183522,0.06947289,0
-0.03874893,9.377599,-0.01600171,12.97818,-0.05798602,0.06961514,0
-0.01416034,9.376247,-0.02823515,12.9811,-0.04314457,0.07059393,0
0.007995445,9.36963,-0.07907818,12.98535,0.04747405,0.07091451,0
0.1092215,9.369881,-0.006195553,12.97338,0.1019405,0.07146631,0
-0.190389,9.374273,0.07504142,13.00031,0.001017658,0.06961564,0
0.005314487,9.386218,0.1135517,12.98712,-0.1622818,0.06717503,0
0.01840743,9.37067,-0.00679834,12.98256,-0.1341649,0.07002296,0
0.04603663,8.855743,0.02119384,12.98214,0.06424034,0.07662527,0
-0.06221529,9.374248,-0.03836076,12.99476,0.004699726,0.06982171,0
-0.02770263,9.370229,-0.0329693,12.99416,-0.01033691,0.07015463,0
-0.04924748,9.367939,0.03963617,12.99981,-0.01485575,0.07124097,0
0.08871742,9.367002,-0.01689997,12.99211,0.1592963,0.07288937,0
0.1576863,9.36095,-0.0483772,12.96937,0.2237529,0.07352983,0
-0.1523219,9.357956,-0.06463319,12.98805,-0.3412284,0.06257203,0
-0.2810287,9.344902,-0.1363154,13.01749,-0.3407325,0.06588035,0
0.3143451,9.347428,0.03751298,12.98958,0.3245157,0.07403877,0
0.3286851,9.364773,0.2730303,12.94469,-0.3419976,0.0657682,0
-0.2725067,9.34031,-0.1443595,12.99292,0.6462328,0.08477376,0
-1.122845,9.307314,-0.776189,13.09276,0.3742698,0.07467313,0
0.3322783,9.420639,0.8501294,12.97657,-0.244339,0.0673877,0
1.023735,9.331204,0.2917856,12.89886,0.06667935,0.06251954,0
-0.424626,9.276139,-1.044024,13.02254,0.03531377,0.07819048,0
-0.4179147,9.385459,0.3425781,13.02156,0.1608735,0.07019007,0
-0.1604803,9.326281,-0.0814278,13.01049,0.09329864,0.07584625,0
0.3177618,9.317849,0.1438579,12.94248,-0.09188921,0.06501507,0
-0.0986997,9.327113,-0.2299945,12.98918,-0.02975368,0.07016094,0
-0.6058975,9.349446,0.1992064,13.02893,-0.6531149,0.05986252,0
-0.7407446,9.356575,0.4411274,12.99784,0.03956334,0.07185387,0
0.6557672,9.311426,0.469266,12.90118,0.02365848,0.07513566,0
0.4241353,9.241044,-0.8921798,12.94241,0.3857604,0.06974698,0
0.2945824,8.756192,-0.9923603,12.96979,0.4697282,0.07837524,0
0.0608875,9.391071,0.4825561,12.98395,-0.3253432,0.05510961,0
-0.1416777,9.336662,0.5771949,12.95191,0.03213242,0.07901687,0
0.01919626,9.342158,0.4594358,12.95876,-0.4257777,0.06828615,0
0.1806247,9.346679,0.187211,12.95735,0.3576838,0.08199585,0
-0.01845673,9.271622,-0.8127235,12.953,-0.167843,0.07739542,0
0.6610606,9.362752,-0.3121995,12.92648,0.290651,0.05929445,0
0.5690811,9.32308,-0.1959784,12.92076,0.1167097,0.07824438,0
-1.022704,9.337258,0.6135781,13.0504,-0.3610724,0.06302408,0
