R,RDes,P,PDes,Y,YDes,FaultIn
0.03996852,20.48728,-0.001724189,5.180296,0.2150173,0.06126141,0
0.02387611,20.48657,0.004313195,5.183725,0.207071,0.06253537,0
0.04153201,20.48878,0.02301197,5.180876,0.2438611,0.06219856,0
-0.008698117,20.4882,-0.007767221,5.18377,0.2450394,0.06230254,0
0.03529657,20.48541,-0.04708749,5.179592,0.2218609,0.06209078,0
-0.006540156,20.48455,-0.007774208,5.188092,0.2122635,0.06229597,0
0.01124134,20.48042,-0.05163779,5.188765,0.2476961,0.06134387,0
0.03100242,20.48098,-0.01247999,5.186592,0.231237,0.06193715,0
-0.005165132,20.4791,-0.01687646,5.187811,0.2467825,0.06219624,0
-0.02115639,20.47744,-0.02923955,5.189344,0.193507,0.0614963,0
0.04230287,20.48351,0.03931122,5.184717,0.1141426,0.06161414,0
0.02146463,20.48039,-0.05192834,5.184237,0.1600223,0.0612132,0
-0.01381528,20.48007,-0.0303262,5.186772,0.2269599,0.06212178,0
0.01180745,20.48713,0.106873,5.178252,0.2962088,0.06453289,0
-0.06538472,20.48731,0.06558033,5.192205,0.2202656,0.05932638,0
-0.04871167,20.48486,0.1340359,5.185058,0.06384663,0.05964444,0
0.03595282,20.47183,-0.04235568,5.18313,0.144045,0.06199186,0
0.04782317,20.4777,-0.04225169,5.190624,0.2347325,0.06055786,0
-0.04682945,20.48152,-0.0229498,5.19555,0.1513125,0.05987427,0
-0.08635371,20.48406,0.05055578,5.204556,0.1257154,0.0591804,0
0.01265796,20.48765,0.039211,5.201842,0.3210097,0.0637253,0
0.220329,20.48985,0.02275894,5.181709,0.4669936,0.06508499,0
0.05590989,20.49014,-0.005942414,5.167091,0.1327604,0.05893925,0
-0.4458891,20.47644,-0.06384351,5.207835,-0.30655,0.05424837,0
-0.116039,20.4746,-0.04074767,5.230015,0.1896136,0.06493386,0
0.4201804,20.47656,0.03795794,5.183238,0.3530807,0.05867731,0
-0.05870994,20.48274,0.07295378,5.177886,-0.3825026,0.05267477,0
0.04192679,20.5301,0.5480294,5.214146,0.3979327,0.06889282,0
0.04731302,20.42912,-0.8366912,5.200723,0.2524659,0.06215139,0
0.6772516,20.43906,-1.184368,5.238337,0.9284039,0.06390435,0
-1.675515,20.58691,0.995114,5.294008,0.6657575,0.058899,0
-0.6859141,20.56523,0.7663925,5.306664,0.3866168,0.05665543,0
0.8012254,20.5096,0.1488599,5.154886,-0.6629137,0.05386985,0
0.3135897,20.51042,0.3465327,5.2465,0.1461912,0.05872055,0
-0.8541258,20.50368,0.1887183,5.325961,0.8549541,0.07163417,0
-0.9776671,20.4309,-0.4820258,5.288555,0.2063569,0.06243215,0
0.6650121,20.47799,0.3957227,5.149903,0.2310946,0.06419947,0
0.1742513,20.38296,-1.075583,5.244759,-0.643802,0.04908285,0
0.1366846,20.41495,-0.2062964,5.254019,0.002174549,0.05898698,0
0.03573648,20.45448,0.2654144,5.291902,0.4297976,0.06764082,0
0.3054109,20.42975,-0.4067648,5.2186,0.6120931,0.05674338,0
0.14699,20.47988,0.26138,5.224662,0.6649795,0.06766943,0
-0.5481691,20.44802,-0.02463722,5.284043,-0.02905954,0.05489489,0
0.1421046,20.43351,-0.05344204,5.280794,0.1236724,0.06183745,0
0.3533512,20.43836,-0.2926847,5.220328,-0.246116,0.06584799,0
-0.2740367,20.48332,0.6602702,5.262523,0.9016961,0.06692176,0
0.1023235,20.44183,-0.05338928,5.281607,0.8741918,0.07275682,0
0.8189681,20.41582,-0.6616867,5.182117,-0.1934264,0.06231553,0
-0.3633894,20.48472,0.3613181,5.277927,0.7373996,0.06125602,0
-0.0844082,20.3931,-0.6746975,5.282234,-0.5162012,0.05368936,0
-0.1464307,20.48399,0.3844694,5.256238,0.1098278,0.06022567,0
0.07476093,20.4744,0.3184696,5.238556,0.9066996,0.06837084,0
