0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599679,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599805,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
599933,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
600057,0
603178,0
603178,0
603178,0
603178,0
603178,0
603178,0
603178,0
603178,0
603178,0
603178,0
603178,0
603178,0
