R,RDes,P,PDes,Y,YDes,FaultIn
0.04362598,-9.042205,-0.03005539,0.2405415,0.04263088,-0.005311842,0
0.02801014,-9.042132,-0.03990192,0.240997,0.02678965,-0.005648348,0
0.008769235,-9.046057,-0.02294317,0.2387586,-0.007291701,-0.005183327,0
-0.006831193,-9.04644,-0.03191838,0.241475,0.009835566,-0.00501549,0
-0.01988304,-8.530109,-0.01357275,0.2403486,-0.03728527,-0.005120297,0
0.01949131,-8.525515,0.03914811,0.2380661,0.06107144,-0.004880406,0
0.02105489,-8.527276,-0.01378225,0.2395864,0.01999752,-0.004980118,0
0.0123103,-8.522569,0.009168907,0.2348457,0.04796091,-0.004493982,0
-0.03901283,-8.005924,0.02400159,0.242738,0.006801442,-0.005684706,0
0.01799945,-8.010944,-0.01391165,0.2427096,0.02094955,-0.00534231,0
0.01886464,-8.01096,0.009931559,0.2403816,-0.0639584,-0.006672337,0
0.006090088,-8.011344,-0.0351474,0.2412192,-0.1253207,-0.006758664,0
0.01776546,-8.016414,-0.08198019,0.243505,0.1221719,-0.003304582,0
0.1071565,-8.002153,-0.006693675,0.2413049,0.1718462,-3.630236e-06,0
-0.1132164,-7.997209,0.1027097,0.2486133,-0.1204113,-0.007862637,0
0.007464031,-7.988108,0.2746762,0.2387057,-0.1528336,-0.005664602,0
-0.03547996,-8.002629,0.1503637,0.2401191,-0.08264977,-0.005140173,0
-0.0321326,-7.98604,0.2273999,0.2509998,0.1827696,-0.002860466,0
-0.005563564,-7.992222,0.2122754,0.2403359,0.07727474,-0.004758719,0
-0.08711384,-8.002809,0.1299882,0.2375004,-0.1800216,-0.007597513,0
-0.1736302,-8.008797,0.2022008,0.2481021,-0.2557228,-0.009106664,0
-0.0548481,-8.003339,0.2083346,0.2502671,0.1277749,0.001476158,0
0.1688561,-7.996869,0.2090928,0.233885,0.3652148,-0.0008769504,0
0.03739812,-7.990754,0.2104059,0.2095226,-0.02097457,-0.003367387,0
-0.5132381,-8.025394,-0.0197547,0.255935,-0.6268996,-0.01009695,0
0.001784779,-8.049074,-0.1963991,0.2677402,0.3114373,-0.0004226816,0
0.4226393,-7.965414,0.8079582,0.2106788,0.4336675,0.008750031,0
0.1360373,-7.964441,0.2876361,0.2272785,0.2653451,0.00519593,0
0.2951153,-8.508848,-0.01616244,0.2254464,0.42168,0.0007323755,0
-0.9514118,-8.035085,-0.3977235,0.2732868,-0.7433582,-0.01363147,0
-0.523147,-7.98558,0.6626396,0.2855111,0.08758427,-0.002014864,0
-0.442253,-8.013109,-0.10046,0.2488933,-0.6134221,-0.01256638,0
0.8407813,-8.526685,0.3503433,0.178981,0.5633361,0.005370283,0
-0.8989039,-8.491622,0.8020456,0.2565491,0.3671899,0.008646728,0
0.1442597,-8.46992,1.654365,0.2121455,0.5898127,0.0210931,0
-0.9509774,-7.973391,0.04146302,0.3293737,-0.140912,0.004451484,0
0.6046418,-7.977169,0.6760832,0.3586127,-0.2161329,-0.00378326,0
-1.764053,-8.498654,0.5349866,0.3836797,-0.03374896,0.001992477,0
1.23471,-8.106854,-0.4362276,0.1512751,-0.1535356,0.001624778,0
-0.8611575,-8.044162,-0.2333588,0.2828016,0.7916773,0.0106067,0
1.171647,-8.601035,-0.6332004,0.1535195,-1.00827,-0.007331287,0
0.9524744,-8.620836,-0.2177103,0.1681924,-0.1694218,-0.0008020549,0
-1.129544,-8.557458,0.6684489,0.279639,0.162167,0.01561053,0
-1.06109,-9.224092,0.5674145,0.1872614,0.6699261,-0.01345991,0
0.6944208,-9.164924,-0.3367355,0.1427187,0.3068164,-0.002872901,0
0.1619802,-9.143503,-0.6215103,0.2312523,-0.5326117,-0.005912007,0
0.2379626,-9.104855,0.05058517,0.1893541,0.09440923,-0.00210166,0
-1.135322,-9.045586,0.04933523,0.2889399,-0.5721797,-0.004177808,0
-0.6735869,-8.904527,2.579788,0.3129322,0.2517203,0.006090478,0
