R,RDes,P,PDes,Y,YDes,FaultIn
-0.006696846,1.845019,0.03738952,25.04859,0.002274071,0.02587767,0
-0.01078657,1.845431,0.03518802,25.05007,-0.0001863231,0.02636234,0
-0.00149987,1.848404,0.007558638,25.04845,-0.02612416,0.02645028,0
-0.00190369,1.84681,-0.008098582,25.04864,0.007835468,0.02589024,0
0.01618974,1.850027,0.06876737,25.04647,-0.05360192,0.0257303,0
0.009169594,1.853611,0.04241282,25.04533,0.02064744,0.02699248,0
-0.02195988,1.853159,0.02663798,25.04758,-0.04298161,0.02470021,0
0.06003844,1.847808,-0.05006871,25.04976,0.03440617,0.02706022,0
-0.017978,1.844591,-0.01062369,25.0513,-0.004095783,0.02606877,0
0.0329296,1.842549,-0.001836488,25.05402,0.03407345,0.02773417,0
0.02844528,1.843527,-0.003068286,25.05637,-0.05118782,0.02718185,0
0.05608125,1.837618,-0.06036836,25.06152,-0.1487729,0.02299087,0
-0.1984622,1.834228,-0.04237624,25.08557,0.01735667,0.03018059,0
-0.1797827,1.845444,0.1252297,25.0738,0.1355228,0.02664839,0
0.1205472,1.85127,0.1899093,25.07895,0.2643891,0.03030726,0
0.2053384,1.848808,-0.1983002,25.06859,-0.33961,0.01837346,0
0.07912263,1.828987,-0.4173014,25.09871,-0.3084669,0.02835118,0
-0.1672918,1.807048,-0.5329387,25.10209,-0.3133897,0.02833055,0
0.2265467,1.826609,-0.1281849,25.08582,-0.2362678,0.02325611,0
-0.03876773,1.831735,-0.04295788,25.10079,-0.1504453,0.0204886,0
-0.004165727,1.841761,0.2989902,25.11674,0.1715245,0.03160901,0
0.1832397,1.846061,0.09378528,25.10551,0.3509115,0.03270611,0
-0.09183194,1.848212,-0.02665415,25.12753,0.3951332,0.03134923,0
0.04512025,1.848623,-0.05890997,25.13371,-0.02486037,0.02112992,0
0.04573379,1.850242,-0.01484961,25.13935,-0.3546655,0.01992349,0
0.110969,1.833468,-0.05496319,25.13168,-0.2008198,0.02526008,0
-0.2362542,1.830423,-0.08123087,25.16974,-0.5799885,0.01800024,0
0.125586,1.822518,-0.1306197,25.15512,0.03261633,0.038348,0
-0.1736646,1.828377,0.1506364,25.17307,0.173795,0.02955882,0
-0.009389668,1.87725,0.692687,25.20327,0.815506,0.03864132,0
0.1545549,1.804754,-0.8337005,25.17867,0.6645963,0.0409325,0
-0.617339,1.879175,0.5188006,25.25213,0.1405702,0.02780901,0
0.5892533,1.860165,0.1945168,25.17413,0.2073515,0.02631436,0
-0.4721742,1.902691,0.2759093,25.27855,-0.09519263,0.03121621,0
0.6803371,1.808109,-0.4257933,25.20984,0.2388008,0.03031203,0
-0.2831211,1.814899,-0.8437191,25.23976,-0.6453565,0.02165009,0
-0.4530576,1.911395,0.8765565,25.2724,-0.2415756,0.02054776,0
0.1113693,1.784111,-0.2120699,25.24093,-0.09625776,0.03505632,0
-0.1241107,1.937568,1.065903,25.23872,-0.2083257,0.02389727,0
-0.2532157,1.814885,-0.3196763,25.26568,0.5303869,0.03564351,0
-0.3193029,1.850857,0.007248065,25.27846,-0.3797545,0.01956147,0
