R,RDes,P,PDes,Y,YDes,FaultIn
-0.005670457,-20.33477,-0.008710236,-10.57913,0.02207132,0.003620321,0
-0.008160561,-20.33766,-0.009811317,-10.5778,0.01095258,0.004343701,0
0.007822865,-20.33811,0.0003931992,-10.57574,0.01551016,0.003944417,0
0.01998301,-17.75124,0.01499772,-10.5767,-0.04675132,0.01947935,0
0.02198869,-17.7485,0.04084063,-10.57979,0.04257303,0.02113007,0
0.01131999,-13.61314,0.02808373,-10.5802,0.05541177,0.04680493,0
0.009203626,-12.57557,0.04694676,-10.5789,-0.04151529,0.0511579,0
-0.03094088,-11.54365,-0.02673276,-10.57602,0.02794789,0.05779675,0
0.03794403,-10.51298,-0.03880944,-10.57827,-0.02230121,0.06409448,0
0.04727228,-10.51183,0.002134615,-10.58196,-0.02799721,0.063859,0
-0.03000358,-10.51075,-0.01926913,-10.57758,0.03811411,0.06476047,0
-0.02894582,-10.51765,-0.02109771,-10.57425,-0.02516699,0.06376815,0
0.01907358,-11.03561,-0.05837241,-10.57882,-0.1695556,0.05776699,0
0.05555225,-10.52061,-0.02857587,-10.57992,0.02869522,0.0660467,0
0.05547562,-11.04025,0.01730233,-10.57597,0.08919925,0.06249832,0
0.04865282,-11.03805,0.01547412,-10.59114,0.2874721,0.06560227,0
0.1565227,-11.04315,-0.02020381,-10.59946,0.244109,0.0632393,0
0.02471982,-11.04093,0.05527066,-10.59241,-0.1074138,0.0547182,0
-0.08774881,-11.04418,-0.0105953,-10.56983,-0.7297789,0.05105059,0
-0.07324246,-11.05579,-0.06692842,-10.56742,-0.4246209,0.0559378,0
-0.07337115,-11.03939,0.1088968,-10.56733,0.3250966,0.06675724,0
-0.03702999,-11.56102,0.03310402,-10.58574,0.4872229,0.06398422,0
0.06803705,-11.56485,-0.01966673,-10.60067,0.2433206,0.05902271,0
0.0001188832,-11.03961,0.1698277,-10.58991,-0.4035417,0.05182443,0
-0.0406871,-11.03312,0.1411926,-10.56449,-0.5469556,0.05245887,0
-0.1362926,-11.02781,0.03947954,-10.55453,0.1513935,0.06400216,0
0.1992689,-11.0398,0.06886173,-10.58101,0.6715618,0.0686366,0
0.1359692,-11.11981,-0.7300317,-10.60706,0.3611473,0.05679925,0
-0.01872883,-11.04776,-0.5122289,-10.62341,-0.3070755,0.05270077,0
-0.313424,-11.04161,-0.2381948,-10.60799,-0.379724,0.05999656,0
0.2527792,-11.59032,0.1873624,-10.60979,-0.09101597,0.05977845,0
0.1468131,-11.58516,-0.1943266,-10.59521,0.9441515,0.07252801,0
-0.435463,-11.1285,-0.3445135,-10.53646,0.1140353,0.05871756,0
0.6007814,-11.10306,0.1041526,-10.6267,-0.1556677,0.0612397,0
0.519102,-11.10482,-0.5489249,-10.63648,-1.668367,0.031577,0
0.7692633,-11.09,-0.7306501,-10.57862,-0.5752535,0.05409239,0
0.7105043,-11.07924,-0.02059956,-10.62813,-0.1254013,0.053824,0
0.0139562,-11.06005,0.4722987,-10.61097,0.7889673,0.06764164,0
0.7342997,-10.64481,1.119817,-10.60756,-0.4914815,0.06246001,0
-0.5616836,-10.60333,-0.2321404,-10.60034,0.1699955,0.06846461,0
-0.8890929,-10.63414,-0.3768595,-10.50049,-0.4387697,0.05923839,0
1.408534,-11.1183,-0.5517542,-10.65573,0.2472591,0.06414779,0
1.48777,-10.63789,-0.5902331,-10.67721,-0.2252785,0.06661808,0
-0.7234231,-10.64356,-0.6110083,-10.57556,0.5353706,0.07039224,0
0.07209735,-10.59737,0.1485988,-10.66135,-0.3443538,0.060354,0
-0.2527494,-10.63556,-0.4878092,-10.64381,-0.4018802,0.05094213,0
0.3670766,-10.57557,0.84142,-10.62995,0.2128506,0.07178555,0
0.127672,-10.59198,-0.2654084,-10.62274,-0.04997127,0.06874132,0
-0.1680785,-10.58532,0.03668375,-10.60276,0.6228415,0.07035324,0
0.3465139,-10.62875,0.2247549,-10.6361,0.1856112,0.0671213,0
-0.6435779,-10.58869,-0.2728291,-10.55474,-0.1290503,0.05772989,0
0.3071508,-10.5872,0.2859315,-10.6028,-0.3109527,0.06029778,0
0.08837084,-10.61646,-0.498313,-10.58629,0.1740569,0.05176624,0
-0.09319403,-10.61847,0.07960359,-10.61108,-0.2124386,0.05822772,0
0.6570742,-10.66418,-0.8046743,-10.64853,-0.1934625,0.05954091,0
0.2287349,-10.56207,0.2819566,-10.64768,0.2063977,0.07105812,0
-0.2157602,-10.60573,-0.08198418,-10.61714,0.06573669,0.06968685,0
0.08961084,-10.62141,-0.1688428,-10.66107,0.1057745,0.05271648,0
-0.2455706,-10.58783,0.6720015,-10.61455,-0.1329969,0.07227843,0
-0.02193343,-10.61884,-0.3056712,-10.61859,-0.1207101,0.06606939,0
0.1510196,-10.56912,0.8233513,-10.6471,0.3175202,0.07022779,0
-0.2350065,-10.61631,-0.4159572,-10.65096,-0.5459288,0.0600292,0
-0.3605087,-10.56447,0.3136719,-10.62562,0.2505919,0.062638,0
0.4314108,-11.13385,-0.1666675,-10.67051,-0.151159,0.06757005,0
0.2495873,-10.63081,-0.1691841,-10.67778,0.05000029,0.07046688,0
-0.1120526,-10.60041,0.4934996,-10.66337,0.4348209,0.07706722,0
-0.8667284,-10.63877,-0.1665291,-10.5931,-0.2966821,0.05332765,0
-0.3720035,-10.59015,0.5961121,-10.64534,0.3252416,0.07049248,0
0.6047561,-10.61404,-0.1052541,-10.68008,-0.1020685,0.07301643,0
-0.2636172,-10.60333,-0.61019,-10.63798,-0.09345461,0.05937756,0
-0.6653992,-10.60123,0.2011529,-10.62688,-0.181947,0.07051308,0
-0.1104534,-10.57503,0.1599243,-10.65856,-0.3479179,0.06441887,0
-0.1749955,-10.56278,0.4495675,-10.64884,0.3475831,0.06707604,0
0.01223563,-10.65919,-0.4190077,-10.66728,-0.2397095,0.06710233,0
-0.2770143,-10.49231,1.546442,-10.64273,0.2534782,0.07566541,0
-0.3276137,-10.54642,0.6340899,-10.63626,-0.06710591,0.0689095,0
-0.009730642,-10.63187,-0.6679854,-10.66775,-0.02897687,0.07204392,0
0.8949314,-10.55909,0.4688091,-10.69317,0.1354313,0.06885105,0
-0.08418249,-10.58289,0.6620526,-10.61767,-0.2305479,0.0491123,0
-0.5852378,-10.59148,0.1351839,-10.62955,0.5209051,0.08272628,0
-0.02708947,-10.57856,-0.5798719,-10.69194,-0.3280518,0.07674015,0
-0.06953932,-10.63714,0.1531651,-10.64895,-0.2798573,0.05080603,0
-0.4028442,-11.18486,-0.92889,-10.6302,-0.13346,0.06563956,0
0.4993946,-10.55831,0.4497084,-10.70727,0.123651,0.06060235,0
0.4833477,-10.52552,1.254167,-10.68619,0.4389224,0.072513,0
-0.5917753,-10.60849,-0.573576,-10.61338,-0.2841936,0.06945645,0
-0.9540982,-10.55117,0.9166785,-10.62367,0.03676208,0.05278352,0
0.3200517,-10.65427,-0.9599752,-10.65729,-0.3440249,0.05945501,0
-0.2599674,-10.65055,-0.6850849,-10.67733,-0.02355977,0.0531919,0
0.0002095227,-10.60144,0.2671182,-10.678,0.1294159,0.06332937,0
0.4932943,-10.63678,-0.669708,-10.6929,-0.1005181,0.07497178,0
-0.6656187,-10.52211,1.555028,-10.65704,0.5912051,0.08280835,0
0.01083174,-10.64045,-0.6492613,-10.63528,0.01916418,0.06989193,0
0.08890024,-10.49566,1.005336,-10.67411,-0.588421,0.05583763,0
-0.154698,-10.62698,0.7690002,-10.62825,0.0438544,0.07023633,0
0.1379182,-10.69536,-1.574354,-10.68012,-0.08207805,0.06121625,0
0.4194027,-10.58072,1.235022,-10.72102,-0.1288569,0.05277916,0
0.1735623,-10.54879,1.095172,-10.67351,0.6473328,0.0774481,0
0.01398821,-10.65513,-1.212093,-10.68435,-0.4655868,0.06121842,0
-0.1670178,-10.56111,0.3100481,-10.64642,-0.4110444,0.04842548,0
-1.550581,-10.47696,1.572528,-10.55503,0.5457593,0.07558311,0
0.2744038,-11.19188,-1.953755,-10.67567,-0.05624513,0.07145544,0
0.6408585,-10.63778,-0.4193791,-10.74194,-0.4637234,0.04881288,0
-1.677809,-10.55182,1.217943,-10.67926,0.1904692,0.06678544,0
-0.01557324,-10.6345,-0.2503197,-10.7333,0.3990686,0.05399315,0
1.668846,-10.56345,0.1592287,-10.78052,-0.8280198,0.05119045,0
-0.8902623,-10.47766,2.512359,-10.66342,0.05070125,0.05791214,0
-0.1734084,-10.60903,2.14233,-10.68885,0.7020567,0.05998866,0
3.010303,-10.68433,-5.247684,-10.74269,-0.2112518,0.09072073,0
-0.921664,-10.6354,-1.314066,-10.59636,-0.6447343,0.06256267,0
-1.345506,-10.48413,2.344203,-10.66346,0.1593563,0.04388833,0
-4.08309,-10.63149,2.084334,-10.71415,0.2058733,0.05684741,0
1.61114,-10.98709,-6.721948,-10.7818,0.8464149,0.1134378,0
1.944339,-10.6814,-1.979094,-10.86429,-0.8451576,0.06923968,0
-4.78285,-10.65594,1.672879,-10.53616,-0.32468,0.05499478,0
-0.02279283,-10.49967,4.412276,-10.85792,0.01065609,0.08066496,0
3.72067,-11.02746,-5.081574,-11.01617,-0.9965622,0.0289924,0
3.849941,-11.26351,-7.988819,-10.99141,1.21475,0.1067107,0
2.306683,-11.34385,-1.618243,-11.0723,1.356971,0.1157135,0
-3.620368,-10.71091,5.341481,-10.73308,-0.5088017,0.1340261,0
0.6971998,-11.07905,1.153638,-11.12495,-0.7695482,0.1345831,0
1.963578,-11.08572,2.72076,-11.11301,-1.510285,0.1496225,0
2.609987,-11.30184,0.3574378,-11.03071,-1.39006,0.1538568,0
-2.707111,-11.86267,-1.245783,-10.92536,-0.5166544,0.1362196,0
1.534379,-10.93895,3.717093,-11.26136,-0.3033231,0.09525067,0
3.391901,-11.71648,-3.717632,-11.29432,-1.851831,0.04743873,0
1.114917,-11.19412,-0.6542668,-11.56527,-0.6056925,0.02892143,0
0.6804413,-11.32348,-0.2012647,-11.20748,-1.062708,0.08408944,0
3.530058,-11.47829,-0.6522222,-11.45485,0.3079249,0.1173003,0
3.18677,-11.53483,2.682087,-11.27081,-0.2033978,0.1546061,0
2.531766,-11.31332,-1.366964,-11.47293,-2.174564,0.1106297,0
7.835917,-11.3209,-0.6941712,-11.8577,-3.083277,0.08012146,0
-1.678555,-11.94311,-5.381568,-11.04691,-0.8700768,0.1447919,0
-0.9080249,-11.36896,5.496359,-11.33156,0.1734894,0.1846832,0
0.4153582,-11.15469,4.974592,-11.32942,-0.8698675,0.2088753,0
2.812792,-11.03425,7.527337,-11.54133,-0.4841934,0.1756796,0
1.096356,-11.3781,-3.513615,-11.45932,-0.9058991,0.141381,0
0.8581072,-11.66129,-2.193799,-11.56211,-0.7966354,0.1254204,0
-0.8838736,-11.8257,-1.317519,-11.2729,0.03101205,0.1376773,0
-3.030566,-11.59485,0.5910408,-11.13375,1.792402,0.2078567,0
-1.883805,-11.45233,3.15174,-11.33362,1.177749,0.1939086,0
0.5851113,-11.49137,1.12823,-11.42609,0.727725,0.180525,0
-2.389174,-12.27982,-0.8320668,-11.192,0.8345384,0.1674661,0
1.577764,-11.49618,2.22878,-11.44849,0.4606004,0.1424512,0
-0.1793816,-11.68886,-2.814638,-11.30554,-0.7322388,0.1430566,0
0.4469048,-11.52829,-4.138165,-11.47998,0.2158386,0.1357169,0
-3.026742,-11.82121,-4.545124,-11.17928,0.3071732,0.1460942,0
-1.087938,-11.459,1.456321,-11.23231,0.2290737,0.149428,0
3.760892,-11.38994,1.962016,-11.62473,-0.962572,0.07894365,0
1.553626,-11.25238,0.8174843,-11.45688,-1.090601,0.111923,0
-0.4644603,-11.3827,-0.4664628,-11.64252,-0.932393,0.0548025,0
-0.3472989,-11.40268,1.432312,-11.3742,-0.1181096,0.04817762,0
-2.398569,-11.28711,2.961783,-11.21518,0.6695582,0.1275472,0
-3.262202,-11.31392,1.36253,-11.25889,0.1750931,0.09027925,0
-3.069023,-11.50226,-0.06976334,-11.17898,0.6264334,0.1299362,0
-3.794802,-11.49073,-2.183239,-11.3691,0.9122678,0.1371411,0
-1.337588,-11.73248,-2.675083,-11.25768,0.3140749,0.1121074,0
2.731773,-11.42172,-0.9132706,-11.29652,-0.7408084,0.08494498,0
4.529324,-11.59571,-1.080823,-11.63356,-0.7650322,0.07126258,0
3.52833,-11.713,-2.675797,-11.4437,-1.993968,0.08632332,0
3.581877,-11.30369,0.2855235,-11.67416,-0.5005904,0.1377027,0
-2.043667,-11.66361,2.580032,-11.27026,0.8759707,0.1591353,0
-2.544497,-10.97173,4.195294,-11.2293,0.1407433,0.17175,0
-4.173173,-11.36893,-1.349392,-11.12788,1.431789,0.2266521,0
-2.225262,-11.4089,-3.062718,-11.22938,1.596445,0.1595977,0
-2.645695,-11.56149,-3.352199,-11.22478,0.4633259,0.1919967,0
-4.007361,-11.1434,-0.4202382,-11.16349,0.6614885,0.2090605,0
1.219884,-11.07736,3.348625,-11.38033,-0.4006073,0.1475085,0
2.976552,-10.94483,1.44992,-11.50549,-0.8899913,0.1769344,0
-0.0731006,-11.09538,2.376437,-11.35849,0.4581078,0.2444135,0
2.634764,-10.69995,6.222243,-11.44882,0.3437376,0.2739623,0
0.05381313,-11.03238,-0.154835,-11.32948,0.67725,0.3149045,0
3.501424,-11.03776,-1.71654,-11.55777,-0.4249899,0.2922446,0
