	R	RDes	P	PDes	Y	YDes	FaultIn	RRPrediction
0	0.0131084659719289	-0.322620025562687	0.0132000502681638	-0.263618000149558	0.0887769014689672	0.000268485186386034	0	0
1	0.0174051775973774	-0.322345505967581	0.0182427563328044	-0.264025941434984	0.0876159368991675	0.000164710183127117	0	0
2	0.0175619260621665	-0.32256487800954	0.0124610819115196	-0.26358976962423003	0.0826215632640157	3.26901292253901e-05	0	0
3	0.0153704415080234	-0.32217503444691903	0.0158835897172429	-0.264442835689206	0.0814809329362697	0.000117943982422174	0	0
4	0.017067260298653998	-0.32153496980169	0.0152892180111276	-0.264750551190292	0.0819921970326454	0.000304198142578909	0	0
5	0.0174856441903978	-0.32192603744298803	0.0157000657391035	-0.26442701319977896	0.0852088703685419	3.54820128696904e-05	0	0
6	0.0159973773817231	-0.32153789139589506	0.0166450028258739	-0.26485078298814396	0.08803645773142801	0.000242344505100892	0	0
7	0.019917100546368	-0.32162666357549896	0.0141749852220387	-0.26471317330554	0.0840025821720312	0.00016365391381816202	0	0
8	0.0202670698824369	-0.32888982843132003	0.0123219505015447	-0.27051665541394	0.0866779241049804	0.00020206917550093898	0	0
9	0.021984887262602	-0.328919201434609	0.0155476852539657	-0.270776052690873	0.0820620259056958	0.000150439754691209	0	0
10	0.0227520188037571	-0.329179563758547	0.0136486686628313	-0.27039055969312104	0.0867673589444232	0.000216961680782452	0	0
11	0.0138223912849681	-0.33521245945149997	0.016445847948486	-0.27716737264715996	0.0833226962371741	9.74723595219437e-05	0	0
12	0.0175207848676628	-0.34182360067882694	0.0125433938012124	-0.283379547994463	0.0850295824542761	-4.2221189931109795e-05	0	0
13	0.0215053919333706	-0.342164053325289	0.0129090160640661	-0.283125925308023	0.0789764479596941	0.000144363710877813	0	0
14	0.0174442389541837	-0.34843217066777604	0.0127616702846447	-0.28938040664792897	0.08391901816613401	0.00017441095643400101	0	0
15	0.0212930437757895	-0.354854185923267	0.0148858898164572	-0.295102472008125	0.0828339619183063	0.00022987703004506298	0	0
16	0.0235876080069518	-0.361019869510599	0.0159794484678591	-0.301154110018341	0.0884167063129771	0.000171488576664446	0	0
17	0.012173040550028998	-0.36617873226592695	0.0182412877025925	-0.30770874010061106	0.0860275607700437	8.772355801477801e-05	0	0
18	0.0199252508405172	-0.371424018571705	0.0178729691845787	-0.31422490503949607	0.0775810226970923	0.000284777692645087	0	0
