	R	RDes	P	PDes	Y	YDes	FaultIn	RRPrediction
0	0.0183372329460887	-0.321439221882026	0.0145659164519772	-0.263293933222533	0.0842801330602795	-6.59547605834124e-06	0	0
1	0.0186685311924713	-0.321542263487926	0.0176105890314772	-0.26350966421139105	0.0890604583358031	0.000154657407749805	0	0
2	0.0148098502427419	-0.32126697439239005	0.0155341946219914	-0.263849795698008	0.0883253426181961	0.000123710889869557	0	0
3	0.021315339208343	-0.321382627738523	0.0139062905429224	-0.263599705405072	0.0841775197560956	0.00023934867806538302	0	0
4	0.0186492944624068	-0.320806331552292	0.0195788071142643	-0.264317787724244	0.0849850077547076	0.000121469562656931	0	0
5	0.0123034248929768	-0.320531715410905	0.0182006922834287	-0.264719512408935	0.0870150861356298	0.00012939183432469198	0	0
6	0.0202012086342048	-0.320546903470715	0.0137212346125752	-0.264682081384585	0.0835551384339838	0.000273629044322171	0	0
7	0.014875841029157	-0.320193941836325	0.0186775969209453	-0.264984673003748	0.0862741145069089	0.00011940657854945601	0	0
8	0.0178771027801697	-0.32027853555343	0.0142538217245867	-0.264970878852899	0.0882456603298298	0.00015564274951471	0	0
9	0.0208701219218913	-0.3274891192962	0.0144906253359685	-0.271210134322143	0.0838667436420482	-1.59994610937304e-05	0	0
10	0.0219291302003925	-0.32733462139957	0.0190150297193674	-0.271166127187589	0.0826952470417849	1.4974629677264498e-05	0	0
11	0.0231826121768064	-0.334472451722267	0.0167773654768919	-0.27688943984533504	0.0864968516607396	-1.93120301776686e-05	0	0
12	0.0146264935439034	-0.340996982230266	0.0148078740178878	-0.283309825329569	0.0840333728941541	0.000232561153174212	0	0
13	0.0166146714212368	-0.34003106181065396	0.0194330103772966	-0.284389283924302	0.0841836400107574	0.000315912058304488	0	0
14	0.0189968023682256	-0.347146772045964	0.0116394916566478	-0.289452016695182	0.0812386884454287	0.000136687088238144	0	0
15	0.0159391427248694	-0.35302269127277397	0.0127335669725529	-0.29555676334514397	0.08768311362054501	0.000136013512205387	0	0
16	0.022639484844744998	-0.35959818160643503	0.0119055770242489	-0.301227522674409	0.0845724215048505	0.000204021417662143	0	0
17	0.0203313482841709	-0.365680605796226	0.017662513148209	-0.30711311408279496	0.087137770785731	0.000319041734655016	0	0
18	0.0175455645418993	-0.371224310871251	0.0174136454152692	-0.31315910395912105	0.0836113735620937	0.00044488365341089904	0	0
19	0.0158771474980081	-0.3758381770181429	0.0150619290515717	-0.320151242570439	0.0841040170250689	0.000184664004755256	0	0
20	0.0187798327164084	-0.381072156559098	0.0150705604492232	-0.326223410042265	0.0825297999408293	5.2684916256355e-05	0	0
21	0.0215478453927616	-0.393169644336865	0.0117835396289168	-0.33594002913009596	0.0788185335254274	0.00032475932412736697	0	0
22	0.021576416506477004	-0.398396659026052	0.0189766311437872	-0.341819685100846	0.0842064560014516	0.000370814629160414	0	0
23	0.0157442427882165	-0.403000110630671	0.0166648265251058	-0.34752011526480603	0.0870076957833816	0.000142459590155672	0	0
24	0.0211615051156335	-0.41406850316674104	0.0169957385084386	-0.356913275858716	0.0816292191820946	0.00027838506309684304	0	0
25	0.018377742013339	-0.320643559538903	0.0198441635457437	-0.24653463738572895	0.0808230305172582	0.00391711754171839	0	0
26	0.0219758310578632	-0.284218701522421	0.0198474648685818	-0.22758703637222302	0.0805866040786383	0.0104786404311551	0	0
27	0.0208370373528387	-0.372872221034867	0.0172667520110236	-0.314187855065198	0.0779738745324996	0.0183160875009341	0	0
28	0.0208145867737557	-0.384336653135873	0.0160073323678256	-0.325512343738375	0.0837444935297964	0.0263493959858307	0	0
29	0.0197097830242261	-0.38350150358212703	0.017284303307049997	-0.326173362815287	0.0797066415698675	0.0345091184457397	0	0
30	0.0183085697758518	-0.39502567629883706	0.0174121404419914	-0.336861719162084	0.079137985071174	0.0428642381521894	0	0
31	0.018752039935996	-0.5051530071000251	0.0199307205819117	-0.455167386574551	0.0797751176906962	0.0511849359980413	0	0
32	0.0205206923246043	-0.42435290805729403	0.0177531576027459	-0.369589313807986	0.0786299349716187	0.059427891135134	0	0
33	0.0195786125561608	-0.43837874755626394	0.0190414175661518	-0.544167908547305	0.0778557793359103	0.0684105518082488	0	0
34	0.020062383162762	-0.593548908550001	0.0172808578599323	-0.528125340829307	0.0785716915680675	0.0764703143390615	0	0
35	0.0215984735702748	-0.568057190865776	0.0185037473848918	-0.751868189452245	0.078599552799778	0.0852537416144718	0	0
36	0.0192673748926126	-0.6899175847461	0.018934627098900002	-0.8087752951112559	0.0789972350099347	0.0939273354065127	0	0
37	0.0215205142247876	-0.7802823508805491	0.0205826494156002	-0.7885649461719509	0.0779140111055237	0.10259751169527302	0	0
38	0.0177652749887688	-0.8673522148760658	0.0149566426544529	-0.8213495308399449	0.0778185043936948	0.110969778096181	0	0
39	0.021433582779344	-0.6852273653077351	0.018728281829952	-1.04189629158354	0.0782181394182336	0.12106603824978501	0	0
40	0.0216314785077091	-0.7680383907285211	0.0181745319793281	-0.8284281793795111	0.0777906592518985	0.129098309962798	0	0
41	0.0209764108183972	-0.978778676827739	0.0207336861965203	-1.28293683312724	0.0774759513455844	0.138370649394896	0	0
42	0.0223305282873323	-1.12602913623242	0.0199217814637137	-0.6542963323631539	0.0771255861757868	0.14528314989465899	0	0
43	0.0253188760715455	-0.8427028231467221	0.016712305454652	-1.4368651997168898	0.078177789920276	0.15906321067389903	0	0
44	0.0204681869026921	-1.1875197617503102	0.0203527106713083	-1.33912281789268	0.0797050274021607	0.16676486759199	0	0
45	-1.02186401083785	-0.800096411779048	-1.4470684256558501	-1.04652527607289	0.0814710066700123	0.175754057771169	0	0
46	-1.09465129122136	0.352916958599448	-1.34549660741807	0.27650859329165695	0.11953736058247401	0.172858959042828	0	0
47	-0.558382783195104	0.5450263017994279	-0.591297293685671	0.6683709445967679	0.14797844635801902	0.155471780165802	0	0
48	-0.0557137265553436	1.20725509140078	-0.00347360446855405	1.43597590048904	0.15088961122347	0.133301342224824	0	0
49	0.44926709094591605	1.31481706208124	0.288137673721329	1.30903088649285	0.14760355455616198	0.108760012217875	0	0
50	0.522065886317216	1.3517403193666202	0.46941361033910795	1.32319847051961	0.147110808404543	0.0876728517712325	0	0
51	0.5431949622380421	1.1818092507004698	0.271227515582449	1.14740268216324	0.12490723304430401	0.0719135044868666	0	0
52	0.937136486388594	1.26180444369826	0.536293371897195	1.1440885989629699	0.0796057189836683	0.0706460618605528	0	0
53	-0.0213913098095237	0.364029826523562	0.23009257989230397	0.829243629197652	0.0746558530208009	0.0852963949266578	0	0
54	-0.21577682453873898	0.25774301904655805	0.25114880228794	1.0198679842240401	0.0778739793820679	0.0963483996754014	0	0
55	0.299850859494558	0.857827302487751	0.724946927169154	1.07203610798528	0.0837082456955904	0.104016524243916	0	0
56	0.0108981699530296	0.044753019930211	0.21499278885602602	0.6446278253223431	0.0797764976549576	0.11216953690878	0	0
57	-0.0498920469608437	0.5602167553796921	0.28146451608122697	0.40044661997039005	0.093007392242637	0.11662677367715199	0	0
58	0.0646349808124305	0.5502984988545699	0.0785875850471551	0.5613814293995689	0.11904423346454701	0.112148799080422	0	0
59	-0.125093508570775	0.28121563095096697	0.0305475220084531	0.34158481867837504	0.103641248053044	0.10800899857486501	0	0
60	0.184336408874502	0.356113118699102	-0.27969573271999704	-0.0454406587962588	0.107367819450571	0.0999825997875837	0	0
61	-0.0826499170175936	0.0292965890182125	-0.19335822828454502	0.33502043636396195	0.11121945641978201	0.0965352423485619	0	0
62	0.0320495903891356	0.243991221438232	-0.0180875536930055	0.28029938300908197	0.120904867374127	0.0852645166617604	0	0
63	0.12025512804864802	0.274762872212955	0.196950691169049	0.30147361393837896	0.11072596514463302	0.0803245687777693	0	0
64	-0.112379971074754	0.17909635210404803	0.23286041545426503	0.441420923622754	0.0845764089569005	0.0834249600986923	0	0
65	0.10525907663844501	0.21429654535025197	0.0919611192873266	0.239007864455933	0.0831432242808046	0.0903285417651236	0	0
66	0.26669727877918503	0.504736438375393	0.13161848767915402	0.404881577740758	0.0951245743701478	0.0971182565538211	0	0
67	0.271588834938594	0.445169864862065	0.21012434842435798	0.48186004498590096	0.0836863416998889	0.0982852527253892	0	0
68	0.43231243534093605	0.144911681384172	0.0421818837515471	0.20577805099131397	0.0849466743399863	0.10214138532878801	0	0
69	-0.535350522693018	-0.5567610592531861	-0.22603548422467	-0.269031733572163	0.0909143773732926	0.109582988349465	0	0
70	-0.130764010733986	0.0966940339137361	-0.300477083014186	-0.283813269846753	0.111785003672601	0.0928538974381901	0	0
71	-0.0699765540875572	0.104795275138535	-0.134007888327683	0.144087132364861	0.12032566222749401	0.0655867305082797	0	0
72	0.321450346483418	0.34673047537998997	0.15323206563487302	0.154536748457833	0.0946610060664312	0.0384638281221698	0	0
73	0.45647684453680204	0.45846752133864	-0.30642656536181295	-0.139099376828058	0.0646005357526763	0.0209079314769757	0	0
74	0.0988039787192911	-0.227670767947996	0.261230716760749	0.449858550399867	0.0429646507456512	0.00955911959416014	0	0
75	-0.7003194484782739	-0.663638059756687	-0.19680224569118498	-0.31447977371370195	0.0368520830269872	0.00580716613988433	0	0
76	0.12830348661243599	0.458392963535145	-0.0350970439071174	0.210104584620534	0.0297503647791065	-0.0088769375929188	0	0
